Filename,Line,Cluster,Score,X1,Y1,X2,Y2
000010.png,1,1,0.0518092934180022,582.737440636752,0,557.352741961289,510.067322381902
000010.png,2,3,0.0510945560839725,572.021341771734,0,550.097893267007,510.004208118216
000010.png,3,4,0.00178684333507436,564.007525383437,0,564.506844921595,34.1970170658182
000010.png,4,5,0.00154859755706445,591.935856458016,140.185700798538,497.46335412306,107.553633690903
000010.png,5,6,0.0015669241553729,526.491667044712,130.828451488367,591.445170421024,158.087670147757
000010.png,6,7,0.0250799497851206,529.070717353158,0,518.180576899903,319.93806997365
000010.png,7,8,0.00789876387094409,517.354642829816,133.076140261627,509.117291372413,317.155017076786
000010.png,8,9,0.00587367475785982,497.795416823321,0,493.205768233165,95.4811359319629
000010.png,9,10,0.000494818154328284,516.115256828762,274.138890878443,504.818170172536,291.2182840552
000010.png,10,11,0.00155776085621867,485.833683698426,278.563449329745,477.342521267838,374.11929742009
000010.png,11,12,0.00474658896188984,492.136140613867,103.909733545228,489.098589931458,233.932218030069
000010.png,12,13,0.000650594239950152,467.581916980411,222.995357961377,513.824165664821,242.418620458627
000010.png,13,14,0.00258405036149215,475.843464346693,218.269262988541,467.779391461528,293.547875635894
000010.png,14,16,0.0423710952891479,449.36406561725,0,427.602443489502,510.06836685426
000010.png,15,17,0.0258221770166131,434.292964983568,0,414.177171460053,507.927809342462
000010.png,16,18,0.0108859993952223,401.454448180968,269.233426502115,470.475729098321,512
000010.png,17,19,0.000843023522188929,338.958674849462,230.192821404351,366.035514970922,214.590713962697
000010.png,18,20,0.00840274532442661,335.938314775387,355.93117801614,340.493170308368,219.482359979104
000010.png,19,21,0.00757804840054613,378.007172426536,214.377551406687,385.112460244426,364.797704483376
000010.png,20,22,0.000815533624726246,372.950626538437,332.241037570075,375.369343655368,362.840299689725
000010.png,21,23,0.00231831468601955,284.152414327569,422.315025681178,306.204959855759,371.958734035028
000010.png,22,24,0.00990552638571991,270.212637732206,79.1574071358509,254.894387938278,329.810205424997
000010.png,23,25,0.0134608864575602,221.81790706884,182.135929372207,208.98407061782,353.77449155979
000010.png,24,26,0.00837525542696392,254.994730619275,419.865255372218,245.197794741585,202.126082159805
000010.png,25,27,0.00795374366586946,224.532696493011,197.787200571317,218.395318007264,355.470475975632
000010.png,26,28,0.00170437364268631,252.890206129478,257.849645013116,252.455380496399,289.979095809705
000010.png,27,29,0.0133784167651721,160.958830269269,193.89797275082,156.591161784661,324.08693007378
000010.png,28,30,0.0322731396211892,134.184403983366,380.743314325786,0,154.585366784546
000010.png,29,31,0.0042334442092531,6.11902124159491,364.410439400273,184.212754968306,276.600547701778
000010.png,30,32,0.0105103041298989,91.6931264175172,363.418757237315,103.886768881675,189.152421443478
000010.png,31,33,0.00812784634979978,8.48091598667231,114.489113797391,130.627621939817,131.220588479931
000010.png,32,34,0.000962146411193886,132.259069219811,104.771153896507,34.3667432051302,113.922896987366
000010.png,33,35,0.00383025904646709,29.1104869428214,187.04889169559,181.709052568215,206.30559508847
000010.png,34,36,0.034600617606363,47.4284497093008,509.972175043621,72.098534260602,3.22586411421315
000010.png,35,37,0.013415069961789,73.7919389213153,510.744102678413,101.128511479902,4.06088545052336
000010.png,36,38,0.0469802347637243,46.3619264092013,3.27350252555401,19.364833471718,510.072704408261
000010.png,37,39,0.00131035177905453,65.6387316501411,338.928965809532,0,291.8297506673
000010.png,38,40,0.00469160916696447,22.9692496507734,151.851408136736,20.2468488593672,353.949442449204
000010.png,39,41,0.000788043727263564,0,321.252263924682,31.6631651627419,322.816815220271
000010.png,40,42,0.0312285235176073,629.595999641378,0,614.528973901347,510.015627096434
000010.png,41,43,0.00104461610358193,490.619317829872,36.3000737546016,481.939444689089,73.9860528390273
000010.png,42,44,0.00122788208666648,476.893037771624,74.3718123655271,467.993010524886,0.000836435426222693
000010.png,43,45,0.00556212258661609,333.458863492498,281.130137633301,394.826767782456,512
000010.png,44,46,0.000320715470397962,438.528838360113,340.48439815103,452.076055240324,360.271566960628
000010.png,45,47,0.000705574034875517,388.939986828103,219.73416242214,329.734281420272,247.43201164
000010.png,46,48,0.00826529583711319,287.398690464022,407.929147618434,296.558430829306,71.6338893259135
000010.png,47,49,0.00267568335303443,271.332106692477,3.73148315264496,269.589396125234,59.9872801782334
000010.png,48,50,0.00534220340691463,271.442103806305,210.106188412847,262.599702251008,330.191427451132
000010.png,49,51,0.0025657237631837,314.272653649822,0.934715626793224,310.954038633588,49.9291523011062
000010.png,50,52,0.00990552638571991,93.4774820370392,3.44990258736394,72.3220191137912,408.121390784134
000010.png,51,53,0.00125537198412917,127.517364030926,0,30.0614435639269,18.3267378583978
000010.png,52,54,0.00772466118701377,147.494100347784,81.3491869784064,130.863919362444,349.805728002051
000010.png,53,55,0.00217170189955191,52.9779371189973,191.434336638829,47.6072760793223,334.060522792147
000010.png,54,56,0.0016677204460694,311.38954282695,383.646435278957,301.768857939301,418.843468298646
000010.png,55,57,0.005800368364626,247.643164490779,191.462364786959,235.676562952837,421.983210011822
000010.png,56,58,0.00133784167651721,143.66710927277,13.5917285787537,263.84813805775,38.7261331534124
000010.png,57,59,0.000384858564477555,310.678367785757,419.88829037558,336.2518435408,410.701026411083
000010.png,58,60,0.00139282147144258,101.834750293846,319.916792646793,205.580932958441,328.860914082487
000010.png,59,61,0.00153027095875599,146.86497735303,1.33027080660723,143.868664140853,60.0952795409199
000010.png,60,62,0.0016677204460694,146.040809608611,16.1424031613251,0,57.9944816257422
000010.png,61,63,0.00155776085621867,13.3047945328112,46.8564126875055,37.8053270887571,93.0423165641544
000010.png,62,64,0.0104186711383567,49.5961808833462,133.162201632465,134.616277788643,383.418318288823
000010.png,63,65,9.16329915422749e-05,0,510,14,510
000010.png,64,66,0.000714737334029744,0,6.44297043332747,105.118456119597,28.2494878844145
000010.png,65,67,0.00139282147144258,282.026164326955,308.4354324663,265.717608694958,391.552165923467
000010.png,66,68,0.000568124547562104,0,356.14157391629,62.1531942382711,354.725932003364
000010.png,67,69,0.00105377940273616,89.4387329279919,26.1597690980496,0.401377668353376,53.3160002171765
000010.png,68,70,0.000806370325572019,1.54983393205626,325.265616990692,0.494797907901564,346.02514650523
000010.png,69,71,0.00420595431179042,553.741594020125,0,542.261356997176,289.93115595423
000010.png,70,72,0.000659757539104379,448.127371446849,74.2796649010491,476.80425241026,43.064149888794
000010.png,71,73,0.000797207026417791,592.008886352518,17.4201447186175,586.281183247781,1.3232542184063
000010.png,72,74,0.00125537198412917,406.347237039007,0,367.504064256895,41.4108063324568
000010.png,73,75,0.00262986685726329,390.073026073089,0,395.385453437456,48.7212317282481
000010.png,74,76,0.000476491556019829,405.050636583844,8.03369141524938,421.689908888021,0
000010.png,75,77,0.00610275723671551,287.903929216281,2.52602297778585,469.684811398997,35.7257738517896
000010.png,76,78,0.00153027095875599,402.025817627391,16.3161328369838,524.515544441859,6.31276160776181
000010.png,77,79,0.000439838359402919,416.937491529711,7.06165160845482,421.938514066184,21.4879226714675
000010.png,78,80,0.0197835628739771,89.0250464731535,47.9226513912477,635.598517461489,284.925893261558
000010.png,79,81,0.000467328256865602,426.656823401369,43.2350848036431,409.115711866505,18.6304251719295
000010.png,80,82,0.000558961248407877,381.548488333051,4.44089209850063e-16,346.545634345983,41.0548509150428
000010.png,81,83,0.000934656513731204,472.02664308955,343.598227038413,579.817884201512,350.746273234285
000010.png,82,84,0.000412348461940237,549.773051963938,346.496576650307,537.158822410372,374.521592984004
000010.png,83,85,0.000311552171243735,407.318447984157,361.67128900036,403.445784484653,346.138175140965
000010.png,84,86,0.000302388872089507,413.943011782882,364.200410017188,395.723625429017,341.8561426574
000010.png,85,87,0.00135616827482567,287.664202316802,163.76411859517,282.516971375986,302.019246816348
000010.png,86,88,0.00120955548835803,269.80714448769,350.601601590232,369.260628919232,357.974041998891
000010.png,87,89,0.000302388872089507,326.554036155199,339.691052983628,321.796748491548,361.956572947978
000010.png,88,90,0.000549797949253649,394.946986609685,216.90077859544,346.259682816381,251.554944733701
000010.png,89,91,0.000247409077164142,342.084592647254,346.656304706934,328.064227987257,366.642018504188
000010.png,90,92,0.000760553829800882,352.747504171229,280.308639917118,369.356532826821,240.082740700813
000010.png,91,93,0.000302388872089507,271.129919712705,199.014984594247,254.072503255306,214.08208072805
000010.png,92,94,0.00442587349149188,230.737491788213,257.960222819267,230.550359831374,357.989804997616
000010.png,93,95,0.0125720464396001,52.9983032156734,512,164.678629186741,54.7273256937607
000010.png,94,96,0.000320715470397962,536.505413316706,371.925199409679,537.414014729717,353.77048209431
000010.png,95,97,0.00144780126636794,114.015402495328,68.2847729452607,114.94341617636,120.375132710776
000010.png,96,98,0.000833860223034701,69.6676403133799,285.813693830169,70.8619935943998,193.933211117016
000010.png,97,99,0.00111792249681575,63.7494724518435,3.55275166929243,59.3903431228929,83.966951444135
000010.png,98,100,0.000549797949253649,28.0472939678472,23.1528695079077,37.9533334702231,39.931510072475
000010.png,99,101,9.16329915422749e-05,281.794873504043,45.5881082288327,288.198678804008,42.3989448759136
000010.png,100,102,0.00125537198412917,115.522725938789,57.6122207022688,120.239330017867,3.15462272371273
000010.png,101,103,0.00021991917970146,46.2929677299272,159.399253835693,0.118834213585636,163.378812801133
000010.png,102,104,0.00120955548835803,540.676554546278,24.0558000203702,532.935582830086,117.912210330874
000012.png,1,1,0.00339966997355812,362.598784824306,345.540524754658,270.517532457286,381.331482578424
000012.png,2,2,0.00413527107894789,314.006170520772,358.332533772365,241.845456737889,359.671553205299
000012.png,3,3,0.0468995407463369,94.2888820596286,504.123748485642,85.6243873610171,384.316445421473
000012.png,4,4,0.0240959064792541,636.353140207929,96.9004884668874,537.01122524082,209.481186831069
000012.png,5,5,0.00658064772659496,501.266504936577,64.6231869431056,584.72048116554,141.390960419458
000012.png,6,6,0.0300005964333287,87.7567665601358,503.84284341342,78.0795843715929,395.66697605005
000012.png,7,7,0.00314121553112388,29.3471215245098,227.271146846808,33.9208616110141,248.27519111006
000012.png,8,8,0.0443945207658204,393.618706410536,497.769485942529,536.348156665203,309.292767486237
000012.png,9,9,0.0569196206684029,381.368588904326,504.075717975966,357.536002727978,305.336129940736
000012.png,10,10,0.0170579932006601,93.9415506435538,387.698446830662,102.834459442005,503.936158656281
000012.png,11,11,0.0107357999164993,518.673759326751,291.039760539783,544.17118748299,415.143015603262
000012.png,12,12,0.0370583908228792,346.995634132177,273.464436453165,371.736517959679,504.242659577871
000012.png,13,13,0.0198015865126543,273.835159139911,508.984779166093,369.50495488024,396.994164451423
000012.png,14,14,0.148909521064037,135.315722596068,507.286179005051,638.041318936835,0.0409507788435235
