Dataset,Packet,Experiment,Category,Parameter,Value,Repeat,EventCount,LineCount,ClusterCount,Coverage,Precision,F1,IoU,Fragmentation,MergeError,ExtraEventRatio,RuntimeSeconds
office_spiral_events,24,w/o local verification,Ablation,UseVerification,0,1,16030,93,139,0.740987705772036,0.315892333659057,0.442949676133533,0.28448,1.21428571428571,0.203037120359955,0.684107666340943,1.0149418
office_spiral_events,24,w/o global expansion,Ablation,UseGlobalExpansion,0,1,16030,93,339,0.469472806834757,0.329001168224299,0.386880741821928,0.239833936555248,3.37037037037037,0.0355082112738571,0.670998831775701,1.2039748
office_spiral_events,24,unit estimation weights,Ablation,UseWeights,0,1,16030,93,37,0.776203375703271,0.288401982037783,0.420547558566187,0.2662616154396,1,0.704697986577181,0.711598017962217,2.4235258
office_spiral_events,24,unit support tests,Ablation,UseMultiplicitySupport,0,1,16030,93,205,0.961658678891436,0.301791786555061,0.459409685929023,0.298203670199018,1.6,0.479523293607801,0.698208213444939,1.7786413
office_spiral_events,25,Full LLGD,Full,-,NaN,1,18388,81,17,0.938061177902907,0.365122615803815,0.525647038758368,0.356527271675632,1.25,0.829656067488644,0.634877384196185,3.6558631
office_spiral_events,25,w/o weighted support,Ablation,UseWeights,0,1,18388,81,54,0.973976563688936,0.364568499003133,0.530547956561386,0.361051562676295,1.5,0.81984375,0.635431500996867,3.4258032
office_spiral_events,25,w/o local verification,Ablation,UseVerification,0,1,18388,81,94,0.796834576168011,0.430769230769231,0.559222471430097,0.388139362490734,1.16666666666667,0.422077922077922,0.569230769230769,1.216433
office_spiral_events,25,w/o global expansion,Ablation,UseGlobalExpansion,0,1,18388,81,367,0.610409374524425,0.494818652849741,0.546569462424201,0.376054753422089,4.55555555555556,0.0329094988780853,0.505181347150259,1.2696253
office_spiral_events,25,unit estimation weights,Ablation,UseWeights,0,1,18388,81,11,0.986760006087353,0.368933143669986,0.537066180733869,0.367115841920507,1,0.889728562615669,0.631066856330014,3.8740702
office_spiral_events,25,unit support tests,Ablation,UseMultiplicitySupport,0,1,18388,81,37,0.969715416222797,0.362746214277582,0.527986079463065,0.358682803264847,NaN,0.877746390458255,0.637253785722418,4.1358708
office_spiral_events,26,Full LLGD,Full,-,NaN,1,7048,70,25,0.43166860240031,0.655496766607878,0.520541549953315,0.351846008204481,1,0.130044843049327,0.344503233392122,0.5521684
office_spiral_events,26,w/o weighted support,Ablation,UseWeights,0,1,7048,70,323,0.914053426248548,0.398481012658228,0.555007052186178,0.384089799902391,2.17948717948718,0.113087674714104,0.601518987341772,0.641386
office_spiral_events,26,w/o local verification,Ablation,UseVerification,0,1,7048,70,45,0.500580720092915,0.558049201553733,0.527755102040816,0.358469642362074,1.18181818181818,0.116009280742459,0.441950798446267,0.349239
office_spiral_events,26,w/o global expansion,Ablation,UseGlobalExpansion,0,1,7048,70,56,0.235385210994967,0.554238833181404,0.330434782608696,0.197916666666667,3.36363636363636,0.0328947368421053,0.445761166818596,0.4868404
office_spiral_events,26,unit estimation weights,Ablation,UseWeights,0,1,7048,70,27,0.421602787456446,0.622285714285714,0.502654050311563,0.335696670776819,1.125,0.142332415059688,0.377714285714286,0.5228206
office_spiral_events,26,unit support tests,Ablation,UseMultiplicitySupport,0,1,7048,70,303,0.921409214092141,0.39919490103992,0.557050906963136,0.386050283860503,1.80487804878049,0.157142857142857,0.60080509896008,0.7045277
office_spiral_events,27,Full LLGD,Full,-,NaN,1,8990,68,29,0.3992506244796,0.300250469630557,0.342744817726948,0.206814750916541,1.33333333333333,0.537017726798749,0.699749530369443,0.721844
office_spiral_events,27,w/o weighted support,Ablation,UseWeights,0,1,8990,68,184,0.933805162364696,0.273937469467513,0.423607176581681,0.26871930034743,1.92307692307692,0.682567989300045,0.726062530532487,1.0320434
office_spiral_events,27,w/o local verification,Ablation,UseVerification,0,1,8990,68,89,0.508326394671107,0.352992194275802,0.416652448387647,0.263146551724138,1.11111111111111,0.14987714987715,0.647007805724198,0.489218
office_spiral_events,27,w/o global expansion,Ablation,UseGlobalExpansion,0,1,8990,68,67,0.160283097418818,0.33161068044789,0.216110019646365,0.121145374449339,1.57142857142857,0.0441558441558442,0.66838931955211,0.7044846
office_spiral_events,27,unit estimation weights,Ablation,UseWeights,0,1,8990,68,45,0.413405495420483,0.374293252921221,0.392878338278932,0.244460856720827,1.11111111111111,0.277945619335347,0.625706747078779,0.7581002
office_spiral_events,27,unit support tests,Ablation,UseMultiplicitySupport,0,1,8990,68,188,0.915903413821815,0.272952853598015,0.420569680749379,0.266279351246672,1.35294117647059,0.6,0.727047146401985,0.9590497
office_spiral_events,28,Full LLGD,Full,-,NaN,1,19458,74,15,0.967342516638291,0.338203463203463,0.501182791387675,0.334385533144294,1.33333333333333,0.88384,0.661796536796537,5.2903692
office_spiral_events,28,w/o weighted support,Ablation,UseWeights,0,1,19458,74,100,0.980034050456586,0.337364803665619,0.501942132382085,0.335061911313366,1.5,0.804327226784586,0.662635196334381,4.3970989
office_spiral_events,28,w/o local verification,Ablation,UseVerification,0,1,19458,74,34,0.902801423928185,0.343137831637155,0.497271952259164,0.330912804220798,1.2,0.758443339619407,0.656862168362845,2.897785
office_spiral_events,28,w/o global expansion,Ablation,UseGlobalExpansion,0,1,19458,74,484,0.685188051385235,0.43944808417709,0.535470214696099,0.365626032375289,4.30952380952381,0.0343347639484979,0.56055191582291,1.3895336
office_spiral_events,28,unit estimation weights,Ablation,UseWeights,0,1,19458,74,12,0.984677294536449,0.338080561164842,0.503342695518019,0.336311254427235,1,0.881798176674002,0.661919438835158,3.937485
office_spiral_events,28,unit support tests,Ablation,UseMultiplicitySupport,0,1,19458,74,46,0.978795852035289,0.335455124124761,0.499664204163868,0.333034914950761,1,0.888678051865908,0.664544875875239,5.2056582
office_spiral_events,29,Full LLGD,Full,-,NaN,1,8332,67,32,0.404885863035643,0.477337110481586,0.438136511375948,0.280521642619312,1.08333333333333,0.0405539070227497,0.522662889518414,0.7142114
office_spiral_events,29,w/o weighted support,Ablation,UseWeights,0,1,8332,67,213,0.924709651581898,0.309351554126474,0.463608071478767,0.301751176163095,1.69565217391304,0.375487223906453,0.690648445873526,0.8118945
office_spiral_events,29,w/o local verification,Ablation,UseVerification,0,1,8332,67,78,0.557869443331998,0.41619360621452,0.476728268309377,0.312963379015951,1.06666666666667,0.106963388370424,0.583806393785479,0.4787208
office_spiral_events,29,w/o global expansion,Ablation,UseGlobalExpansion,0,1,8332,67,73,0.279935923107729,0.53727901614143,0.368088467614534,0.225556631171346,3.14285714285714,0.00858369098712441,0.46272098385857,0.6654314
office_spiral_events,29,unit estimation weights,Ablation,UseWeights,0,1,8332,67,34,0.391269523428114,0.443284936479129,0.415656243352478,0.262352309344791,1.375,0.0951893551688844,0.556715063520871,0.7690724
office_spiral_events,29,unit support tests,Ablation,UseMultiplicitySupport,0,1,8332,67,219,0.916299559471366,0.310911808669656,0.464285714285714,0.302325581395349,1.43333333333333,0.396853146853147,0.689088191330344,0.8105225
office_spiral_events,30,Full LLGD,Full,-,NaN,1,5649,60,24,0.301406926406926,0.502707581227437,0.376860622462788,0.232180075031263,1.11111111111111,0.0664272890484739,0.497292418772563,0.3112987
office_spiral_events,30,w/o weighted support,Ablation,UseWeights,0,1,5649,60,295,0.906926406926407,0.358196195768327,0.513559062356366,0.345495774067203,1.7,0.102625298329356,0.641803804231673,0.5406259
office_spiral_events,30,w/o local verification,Ablation,UseVerification,0,1,5649,60,33,0.41991341991342,0.527891156462585,0.467751657625075,0.305271439811172,1.2,0.0798969072164949,0.472108843537415,0.2643718
office_spiral_events,30,w/o global expansion,Ablation,UseGlobalExpansion,0,1,5649,60,34,0.16504329004329,0.420110192837466,0.236985236985237,0.134420449537241,1.88888888888889,0.0327868852459017,0.579889807162534,0.3191231
office_spiral_events,30,unit estimation weights,Ablation,UseWeights,0,1,5649,60,23,0.303571428571429,0.504496402877698,0.379054054054054,0.233847436431847,1.11111111111111,0.0392156862745098,0.495503597122302,0.3342205
office_spiral_events,30,unit support tests,Ablation,UseMultiplicitySupport,0,1,5649,60,293,0.912878787878788,0.358250159269484,0.514564587463779,0.346406570841889,1.51219512195122,0.0936573799644339,0.641749840730516,0.567214
