Index,Tick,X1,Y1,X2,Y2,Score,Status
131,3000,44,9.5166005407208161,52,9.8659331439571858,0.23415186945645916,4
131,3000,124,4,132,5.0999999999999996,0.24766970996132395,4
131,3000,132,5.0999999999999996,140,10.9,0.3636921913685725,4
131,3000,190.33332736741971,4,193.46666050972408,12,0.25096816337433953,4
131,3000,197.09999999999999,4,200.70000000000002,12,0.27785108360803995,4
131,3000,204,4,212,5.0999999999999996,0.41794263555973415,4
131,3000,228,4,236,5.0999999999999996,0.27088874527019807,4
131,3000,63.300000000000004,12,63.600000000000016,20,0.21859635343638328,4
131,3000,132,23.300000000000004,140,12,0.20765295721239466,4
131,3000,221.40000000000003,20,222.80000000000007,12,0.20777986416565622,4
131,3000,5.6571426788497732,28,8.9999997184901463,20,0.27392254739595429,4
131,3000,20,26.696037174384664,28,20.447075755404562,0.29552775225570127,4
131,3000,53.662118183997485,28,55.636603401734732,20,0.20858464151053321,4
131,3000,94.665641692830803,28,97.215608679510069,20,0.22330555767509311,4
131,3000,124,24.218515246048185,132,28.096980993870336,0.26362158118869822,4
131,3000,220,24.349999953920697,228,30.750000076798827,0.32942902651550876,4
131,3000,36,36,39.599999999999994,28,0.44883636582837289,4
131,3000,44,28.964834203909106,52,28.854120577102091,0.7030576771724445,4
131,3000,52,30.300000000000004,60,30.300000000000004,0.66796875,4
131,3000,60,31.568968456125766,68,33.468469999769106,0.78672143292323216,4
131,3000,68,32.439407805427145,76,33.857206457831325,0.76157002515124872,4
131,3000,76,32.825318390438461,84,33.172525586456473,0.87807964694304097,4
131,3000,84,33.929187625723038,92,35.264554888784701,0.33905892211915145,4
131,3000,220,28.738494723733957,228,28.62699135655221,0.26559920285339034,4
131,3000,24.999999999999986,44,28,36,0.56326052088137801,4
131,3000,28,39.300000000000004,36,38.630479802132008,0.27248492011398406,4
131,3000,52,43.473611557619222,60,44.487064237481803,0.24414252035981893,4
131,3000,92,36.077458549379379,100,35.933814137024427,0.24605408905198295,4
131,3000,100,37.145134153204722,108,37.533655707858422,0.70229727628737271,4
131,3000,108,37.360575601209092,116,40.23436832934491,0.59555244286711029,4
131,3000,116,39.501251874841344,124,39.880877152478277,0.73745141946533843,4
131,3000,124,40.728026211410459,132,40.545266797965368,0.91382407297299528,4
131,3000,132,41.854956335528904,140,42.157803893569792,0.73775281260107362,4
131,3000,140,41.228764510008709,148,37.548607549755424,0.67071647075826102,4
131,3000,148,39.816430238703447,156,39.646706652002706,0.70296681678544959,4
131,3000,156,42.52491298115347,164,43.426097444399751,0.49685748028810539,4
131,3000,23.300000000000004,52,23.55028211419495,44,0.63250303891259252,4
131,3000,44,47.178121661365836,52,41.490294153304255,0.33109634562314377,4
131,3000,60,45.324883586919881,68,45.677115998245441,0.63220001868650721,4
131,3000,60,45.399999999999991,76,45.100000000000001,0.20308930384539009,4
131,3000,76,46.233628541293619,84,47.081033867667657,0.29910789855873016,4
131,3000,92,49.201873683827998,100,50.462966791087794,0.23151614299695955,4
131,3000,100,45.34028157590523,108,46.376270321139486,0.49585953279158745,4
131,3000,164,42.891713719933527,172,46.324858840199425,0.3446080125626042,4
131,3000,172,44.984642447709078,180,47.237374787290243,0.5414429288783652,4
131,3000,180.67339190920691,44,181.09999999999999,52,0.27304954509681739,4
131,3000,220,52.793730745644702,228,49.659545381156725,0.46554728639092002,4
131,3000,228,49.936555781266449,236,46.694836595271148,0.61907392602143552,4
131,3000,21.183331783419625,52,23.375152957316956,60,0.4407870097996256,4
131,3000,38.696858957058303,60,41.810483296224099,52,0.37858670750731149,4
131,3000,60,55.704603688689865,68,56.549408605760838,0.38069572270767149,4
131,3000,100,58.938350121415993,108,56.347353891374411,0.32702598289316326,4
131,3000,132,54.103319172512428,140,54.499999999999993,0.30041216765768392,4
131,3000,148,57.820643384702969,156,58.298927692161719,0.49910881067884161,4
131,3000,204,60.503971229337211,212,56.843786590522221,0.22378379956020211,4
131,3000,212,56.626432481351173,220,53.150233706757348,0.64487564970920797,4
131,3000,220,53.792543997395164,223.14222533042445,52,1.5894658865150382,4
131,3000,4,66.503775609957941,12,64.879796631413654,0.21820573268160007,4
131,3000,22.238281407074187,60,22.295224748368774,68,0.52733039163748219,4
131,3000,41.799999999999997,68,44,60,0.21091992967582912,4
131,3000,84,67.149820964993012,92,62.417759115794993,0.21181308134882593,4
131,3000,124,62.384975196600891,132,60.654210135682646,0.41233557525321485,4
131,3000,132,61.100000000000001,140,62.500000000000014,0.43095082938062046,4
131,3000,140,61.775584711962516,148,63.730172397461196,0.27321359318235511,4
131,3000,148,62.792181033527854,156,64.545927681151085,0.29380445404861255,4
131,3000,164,59.093227778094779,172,63.73458950580828,0.39531707884357709,4
131,3000,172,62.985260346965468,180,64.700000000000017,0.37431063462949205,4
131,3000,184.7212130073583,60,185.80397123208473,68,0.29806364289886356,4
131,3000,196,62.849613438600556,204,60,0.69547748242811303,4
131,3000,228,63.677783655028328,236,61.564510178123903,0.24926236878750344,4
131,3000,111.18113554942447,76,112.07923870851107,68,0.20962071536445004,4
131,3000,155.8287011092421,68,157.60511329474232,76,0.4004036924110238,4
131,3000,171.16576654051568,76,172.01492985127061,68,0.27967886330058517,4
131,3000,180,70.922359064677622,188,69.679279326747292,0.23159579462016172,4
