Index,Tick,X1,Y1,X2,Y2,Score
131,3000,171.778257127004,28.0532607546075,170.588260854331,23.0988962454733,0.0009765625
131,3000,189.118388017079,37.4087749363826,70.9648772199315,34.3621022814109,0.0445556640625
131,3000,238.10481324796,125.862565493422,171.435441857354,130.084090835093,0.067138671875
131,3000,239.206206733917,44.4792549907807,167.679353204579,75.2547693566357,0.04052734375
131,3000,200.989213930722,152.879901662484,172.945976723295,155.39847357254,0.008056640625
131,3000,238.967364749953,155.794167403665,129.035535034304,173.224121719951,0.0286865234375
131,3000,239.120465294326,161.960130937404,101.035793263574,179.285279008366,0.0714111328125
131,3000,140.040000830965,42.732380129151,39.0540878223719,27.6381331165245,0.0272216796875
131,3000,99.2722121790986,77.0687900965561,107.634935471422,70.5328972337204,0.00341796875
131,3000,187.727437172426,127.066820769705,186.514451507916,122.119035762356,0.0015869140625
131,3000,182.343106997479,46.5006671403955,143.326743995689,37.572171325521,0.013671875
131,3000,35.0170281374961,40.0052085173391,38.4360344842616,28.8274958627713,0.002685546875
131,3000,238.711161856952,140.407343822957,209.369916004206,154.707154227545,0.0135498046875
131,3000,182,43,183,44,0.0006103515625
131,3000,187.995183480458,156.063751339702,199.007874115025,156.895778398178,0.001708984375
131,3000,136,7.00000000000001,137,10,0.0010986328125
131,3000,211,129,233,129,0.004150390625
131,3000,94.5037230138689,19.9210418340169,93.5618009809563,13.9119381606905,0.0008544921875
131,3000,198,32,194,31,0.0006103515625
131,3000,130,2,131,4,0.0009765625
131,3000,180.140065012767,37.5068405285441,171.008393124687,40.030371437296,0.0010986328125
131,3000,21.1566282326545,73.2102609934278,24.4520927253768,55.0821849777444,0.00341796875
131,3000,207,34,204,36,0.0008544921875
131,3000,230.380502673691,144.507566560528,223.094509444674,138.877689135658,0.003662109375
131,3000,95.1034858577548,25.3176075100907,97.2060924605032,24.632516506593,0.0009765625
131,3000,153.037800927432,81.681545145346,119.041995583304,77.6462071624776,0.0113525390625
131,3000,143.562235284948,13.1292635297964,144.728832847801,17.0800704626318,0.000732421875
131,3000,214,44,216,45,0.0006103515625
131,3000,195.762227656205,62.644894212032,182.463896997369,57.7418028362447,0.0045166015625
131,3000,126,91.0000000000001,150,91.0000000000001,0.004150390625
131,3000,238,29,239,29,0.000732421875
