Index,Tick,X1,Y1,X2,Y2,Score
117,3008,84.0492138405065,108.666305491194,91.0445411892865,109.697988408796,0.00239155533564242
117,3008,3.59432995191718,102.625284677623,10.3151429706443,131.22084204372,0.00750453570839518
117,3008,0,166.95595030513,76.8517862859821,115.777436120298,0.0270493155203695
117,3008,106.447681949898,161.716472361865,60.6131316378664,89.3450415153223,0.0221012699983507
117,3008,174.428443086323,169.440764406817,172.678936799299,161.843650598267,0.0024740227610094
117,3008,176.562665492351,168.902923961532,156.261181768567,158.490752029626,0.0032986970146792
117,3008,204.969618700301,169.738645908384,189.11428537362,157.550452446095,0.00544285007422068
117,3008,234.846870297602,156.43898252412,222.908154967517,179.47074996143,0.00799934026059706
117,3008,197.775882698419,16.4800157065375,154.813196415383,37.6203665751654,0.00758700313376216
117,3008,178.038356915078,25.1068122323863,183.989169264307,22.9698397262803,0.00197921820880752
117,3008,170.560250721589,0,0,112.917926959506,0.123948540326571
117,3008,83.1873024738297,71.2709030535723,89.7580733322143,18.2177419171785,0.0188850404090384
117,3008,218.393633555879,33.415361338654,85.4402525839885,70.3917225609586,0.0540161636153719
117,3008,88.115352483118,130.014021231519,88.5329182483224,67.0167889907055,0.0231733465281214
117,3008,204.262796496158,178.969415126249,204.114143199707,167.971424384401,0.00338116444004618
117,3008,149.654430133232,99.1628614968239,152.280228898407,104.352206610477,0.00230908791027544
117,3008,147.589016955966,101.884897833764,143.201649090938,104.805273459015,0.00107207652977074
117,3008,198.093072641918,86.7613974868306,152.073911864067,68.8105183633361,0.0070097311561933
117,3008,170.428878256094,35.4874433822402,211.866232383557,70.1598669927316,0.0045357083951839
117,3008,220.13715855838,18.3357702058975,181.297679728699,17.5364029738109,0.0159986805211941
117,3008,147.793817677787,63.2264170794137,145.153384329956,84.1455810780906,0.00321622958931222
117,3008,164.638548981505,106.237003551552,165.108082628815,101.009708353747,0.00189675078344054
117,3008,133.509542154122,102.889415475781,129.591949214918,97.5644973309181,0.00197921820880752
117,3008,176.824222492254,94.9910331030701,177.539143083778,80.9764904138181,0.0024740227610094
117,3008,186.668541034826,39.9132875285549,181.632039329735,59.1653468395496,0.00272142503711034
117,3008,179.531724439571,41.3074865428623,182.883708172209,35.5110323140138,0.00148441365660564
117,3008,28.1691394217962,17.320896934092,23.8050071377908,33.2209525379295,0.00395843641761504
118,3035,115.965323370617,161.021870277316,66.7086011382187,82.9223987054287,0.0267992093942565
118,3035,82.4720725649446,117.687268504945,1.09013654859304,173.587079130569,0.0247645622602023
118,3035,239.658839206533,156.340056493875,227.550076128007,179.800063882207,0.0095337751424253
118,3035,237.202686716733,158.503720062656,239.256702851854,163.481430696872,0.000930124404139054
118,3035,136.379173643208,16.4360895875406,154.881423994251,11.5509029431823,0.00244157656086502
118,3035,132,15,124,15,0.00069759330310429
118,3035,28.068216976857,35.9188474183624,25.5583737958622,2.88161014154382,0.00947564236716661
118,3035,24.7321483676418,164.486355566764,176.850000040972,10.8415525786766,0.198523427508429
118,3035,184.304444737253,25.0278614833257,185.401818020901,13.0367726707655,0.00215091268457156
118,3035,29.6454215315453,37.4883793453866,35.2031751468819,18.7634935530544,0.00645273805371468
118,3035,156.645594674362,104.089958163243,155.570678638246,99.8551455116922,0.0012789210556912
118,3035,184.92399616414,168.174458656755,167.598387490576,160.626465669218,0.00366236484129752
118,3035,171.643598938413,106.366138972459,172.360708711833,101.188458423979,0.00168585048250203
118,3035,138.796482362572,99.2344863029627,137.712798698996,102.91544725352,0.00116265550517382
118,3035,166.527257090878,105.636485334238,167.653498128947,101.164582375306,0.000871991628880363
118,3035,158.227390910093,104.570670973505,164.436882931398,102.096422049884,0.00110452272991513
118,3035,210.635474841566,167.867942812409,211.035836705202,178.889724430853,0.00372049761655621
118,3035,28.1846641447025,3.56871683399765,19.8499248957141,0,0.0019183815835368
118,3035,135.356520603871,103.019557695708,135.629983301676,98.0345590733922,0.000813858853621672
118,3035,198.933814337823,48.7329026934883,213.999897542211,44.9995865237491,0.0012789210556912
119,3062,57.1973718743954,127.322345941192,63.6845568219487,83.1004218337561,0.00958653971566454
